class_species0_songtype1_ap,class_species0_songtype1_auroc,class_species10_songtype1_ap,class_species10_songtype1_auroc,class_species11_songtype1_ap,class_species11_songtype1_auroc,class_species12_songtype1_ap,class_species12_songtype1_auroc,class_species13_songtype1_ap,class_species13_songtype1_auroc,class_species14_songtype1_ap,class_species14_songtype1_auroc,class_species15_songtype1_ap,class_species15_songtype1_auroc,class_species16_songtype4_ap,class_species16_songtype4_auroc,class_species17_songtype1_ap,class_species17_songtype1_auroc,class_species17_songtype4_ap,class_species17_songtype4_auroc,class_species18_songtype1_ap,class_species18_songtype1_auroc,class_species19_songtype1_ap,class_species19_songtype1_auroc,class_species1_songtype1_ap,class_species1_songtype1_auroc,class_species20_songtype1_ap,class_species20_songtype1_auroc,class_species21_songtype1_ap,class_species21_songtype1_auroc,class_species22_songtype1_ap,class_species22_songtype1_auroc,class_species23_songtype1_ap,class_species23_songtype1_auroc,class_species23_songtype4_ap,class_species23_songtype4_auroc,class_species2_songtype1_ap,class_species2_songtype1_auroc,class_species3_songtype1_ap,class_species3_songtype1_auroc,class_species4_songtype1_ap,class_species4_songtype1_auroc,class_species5_songtype1_ap,class_species5_songtype1_auroc,class_species6_songtype1_ap,class_species6_songtype1_auroc,class_species7_songtype1_ap,class_species7_songtype1_auroc,class_species8_songtype1_ap,class_species8_songtype1_auroc,class_species9_songtype1_ap,class_species9_songtype1_auroc,macro_ap,macro_auroc,method,micro_ap,micro_auroc
0.7231115864004292,0.9739563437926331,0.9956339509388661,0.9998497267759563,0.9864375358402764,0.9995361527967257,0.8160020904281268,0.9845429740791269,0.9163730206451262,0.9892360163710777,0.9158479877740938,0.9899045020463848,0.7716425418914452,0.9864529331514325,0.9488258744100002,0.9969031377899046,0.7740553065355985,0.9858401084010839,0.6866996347239471,0.9764784946236559,0.918026469542893,0.9914324693042292,0.9963520291837666,0.9998736097067745,0.7937902077104029,0.9793169398907104,0.9076510485761302,0.9948509485094851,0.9181846350017144,0.9916234652114598,0.16924520641795626,0.9188801596209003,0.6413037878280001,0.9766984993178718,0.5487244638249487,0.9499863574351978,0.9152944248734438,0.9955594539773038,0.8627380153661401,0.9848294679399727,0.9659715140868693,0.9985811732605729,0.7900410699180169,0.9852387448840382,0.9645939891092417,0.9977216916780355,0.8682257125891288,0.9936698499317871,0.9729151405780797,0.9970941336971351,0.8605590720040797,0.9823767563705644,0.8318556275461048,0.98540131194477,perch_bird,0.47138539104016486,0.9742639887709373
