class_species0_songtype1_ap,class_species0_songtype1_auroc,class_species10_songtype1_ap,class_species10_songtype1_auroc,class_species11_songtype1_ap,class_species11_songtype1_auroc,class_species12_songtype1_ap,class_species12_songtype1_auroc,class_species13_songtype1_ap,class_species13_songtype1_auroc,class_species14_songtype1_ap,class_species14_songtype1_auroc,class_species15_songtype1_ap,class_species15_songtype1_auroc,class_species16_songtype4_ap,class_species16_songtype4_auroc,class_species17_songtype1_ap,class_species17_songtype1_auroc,class_species17_songtype4_ap,class_species17_songtype4_auroc,class_species18_songtype1_ap,class_species18_songtype1_auroc,class_species19_songtype1_ap,class_species19_songtype1_auroc,class_species1_songtype1_ap,class_species1_songtype1_auroc,class_species20_songtype1_ap,class_species20_songtype1_auroc,class_species21_songtype1_ap,class_species21_songtype1_auroc,class_species22_songtype1_ap,class_species22_songtype1_auroc,class_species23_songtype1_ap,class_species23_songtype1_auroc,class_species23_songtype4_ap,class_species23_songtype4_auroc,class_species2_songtype1_ap,class_species2_songtype1_auroc,class_species3_songtype1_ap,class_species3_songtype1_auroc,class_species4_songtype1_ap,class_species4_songtype1_auroc,class_species5_songtype1_ap,class_species5_songtype1_auroc,class_species6_songtype1_ap,class_species6_songtype1_auroc,class_species7_songtype1_ap,class_species7_songtype1_auroc,class_species8_songtype1_ap,class_species8_songtype1_auroc,class_species9_songtype1_ap,class_species9_songtype1_auroc,macro_ap,macro_auroc,method,micro_ap,micro_auroc
0.5880226445873685,0.962755798090041,0.9233198732593786,0.9904371584699454,0.8037375855079816,0.9872714870395634,0.4940304875929876,0.9410777626193724,0.34197992171483615,0.892087312414734,0.5581912767873716,0.9127557980900409,0.49652261398504427,0.9199590723055935,0.7395113665129539,0.9445429740791269,0.5475417117072316,0.9659722222222222,0.5096710760676069,0.9353878648233487,0.36870717841829187,0.9176398362892224,0.891998003244267,0.9942492416582407,0.43798995485696074,0.9059972677595628,0.568132491627057,0.9444783197831979,0.3605306085652272,0.9385675306957708,0.44322173149037086,0.9102755954607806,0.5888330854220903,0.9315279672578445,0.2195711172978513,0.8180218281036835,0.7749232303211391,0.9753120260219652,0.16103656031098043,0.8550886766712142,0.7214679492938412,0.970586630286494,0.5909442680211794,0.9444065484311052,0.9128517588132099,0.9948431105047748,0.5238635384081797,0.9649113233287858,0.5083605198162611,0.9109959072305593,0.5459246246124149,0.9126577756608716,0.5623417376246955,0.936223347511464,birdnet,0.39934096946006414,0.9309053509323321
